,PrimaryPropertyType,CouncilDistrictCode,Neighborhood,YearBuilt,NumberofFloors,PropertyGFATotal,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEUIWN(kBtu/sf),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),TotalGHGEmissions,GHGEmissionsIntensity
161,K-12 School,4,LAKE UNION,1997,4,241066,K-12 School,241066.0,None,0.0,None,0.0,79.0,36.90000153,8886716.0,0.0,3096316.0,4695641.0,270.97,1.12
162,Large Office,1,GREATER DUWAMISH,1980,2,334368,Office,240984.0,Laboratory,72963.0,Utility,16766.0,,161.8999939,54136068.0,0.0,45321378.0,8145300.0,748.55,2.24
163,Other,5,NORTH,2008,6,419848,Parking,335109.0,Movie Theater,65000.0,Medical Office,13567.0,,109.0,9238992.0,0.0,6995246.0,2139716.0,162.41,0.39
166,Hotel,7,DOWNTOWN,1999,0,934292,Hotel,495536.0,Parking,438756.0,Restaurant,49700.0,,120.5,66502836.0,0.0,39364114.0,25683162.0,1638.46,1.75
167,Hospital,3,CENTRAL,1990,5,597519,Hospital (General Medical & Surgical),601615.0,Parking,48607.0,None,0.0,34.0,244.8000031,147299056.0,0.0,58754927.0,84668094.0,4906.33,8.21
168,K-12 School,1,DELRIDGE,1999,1,71714,K-12 School,71714.0,None,0.0,None,0.0,87.0,34.5,2470597.75,0.0,1944216.0,427142.0,36.24,0.51
169,Warehouse,4,LAKE UNION,1991,3,75397,Non-Refrigerated Warehouse,67236.0,Parking,8161.0,None,0.0,91.0,8.5,571637.5,0.0,423381.0,125800.0,9.63,0.13
170,Hospital,3,EAST,2000,8,1158691,Hospital (General Medical & Surgical),1350182.0,Parking,387651.0,None,0.0,29.0,219.6999969,296671744.0,122575032.0,168683602.0,1832129.0,10734.57,9.26
171,Senior Care Community,2,DOWNTOWN,1999,5,102796,Senior Care Community,55259.0,Medical Office,40091.0,K-12 School,3231.0,,100.0,10281401.0,0.0,7428816.0,2676561.0,193.94,1.89
172,K-12 School,1,SOUTHWEST,2002,2,208981,K-12 School,208981.0,None,0.0,None,0.0,80.0,43.20000076,9030149.0,0.0,4894851.0,3270002.0,207.79,0.99
174,K-12 School,4,NORTHEAST,1928,2,55653,K-12 School,55500.0,None,0.0,None,0.0,98.0,28.79999924,1597907.25,0.0,6138.0,1371489.0,72.88,1.31
175,Hotel,4,NORTHEAST,1931,16,106860,Hotel,106860.0,None,0.0,None,0.0,49.0,118.0999985,12616417.0,0.0,3561742.0,8373976.0,469.57,4.39
176,Small- and Mid-Sized Office,5,NORTH,1972,5,50759,Office,47079.0,Restaurant,3680.0,None,0.0,62.0,65.40000153,3321734.0,0.0,2558533.0,588509.0,49.09,0.97
177,Worship Facility,4,NORTHEAST,1952,2,56772,Worship Facility,56772.0,None,0.0,None,0.0,46.0,48.70000076,2762805.5,0.0,975113.0,1464372.0,84.57,1.49
178,Worship Facility,4,NORTHEAST,1952,3,103000,Worship Facility,103000.0,None,0.0,None,0.0,42.0,52.29999924,5391782.0,0.0,2338435.0,2515995.0,149.93,1.46
179,K-12 School,4,NORTHEAST,2006,3,269297,K-12 School,269297.0,None,0.0,None,0.0,80.0,41.59999847,11208195.0,0.0,7203965.0,3294379.0,225.19,0.84
180,K-12 School,4,NORTHEAST,2001,3,75174,K-12 School,75174.0,None,0.0,None,0.0,77.0,40.09999847,3011741.75,0.0,1589543.0,1144302.0,71.86,0.96
181,K-12 School,7,MAGNOLIA / QUEEN ANNE,2003,3,75214,K-12 School,75214.0,None,0.0,None,0.0,88.0,32.70000076,2457326.25,0.0,1733685.0,600575.0,43.98,0.58
182,K-12 School,1,SOUTHWEST,2005,3,134918,K-12 School,134918.0,None,0.0,None,0.0,91.0,30.60000038,4135198.25,0.0,2895105.0,926998.0,69.42,0.51
183,K-12 School,3,CENTRAL,1991,2,64414,K-12 School,65310.0,None,0.0,None,0.0,67.0,37.59999847,2453255.5,0.0,2295176.0,0.0,16.0,0.25
184,K-12 School,6,NORTHWEST,1927,3,92437,K-12 School,92437.0,None,0.0,None,0.0,78.0,57.09999847,5280739.0,0.0,967866.0,3658577.0,201.05,2.17
185,Other,7,DOWNTOWN,1914,7,128766,Entertainment/Public Assembly,109754.0,Other,12876.0,Office,6136.0,,47.0,6057410.0,0.0,5732650.0,324760.0,57.21,0.44
187,Other,7,DOWNTOWN,1955,15,230880,Other,203000.0,None,0.0,None,0.0,,303.7999878,61674856.0,0.0,62197171.0,0.0,433.6,1.88
191,K-12 School,2,GREATER DUWAMISH,2007,3,204961,K-12 School,204961.0,None,0.0,None,0.0,94.0,43.59999847,8935423.0,0.0,4528726.0,3662082.0,226.06,1.1
192,Other,7,MAGNOLIA / QUEEN ANNE,1973,1,76086,Other,77810.0,None,0.0,None,0.0,,46.0,3576720.0,0.0,1563366.0,1704198.0,101.41,1.33
193,Medical Office,7,MAGNOLIA / QUEEN ANNE,1927,5,190000,Medical Office,146741.0,Office,9805.0,None,0.0,1.0,183.5,28731502.0,0.0,18745441.0,9986059.0,661.04,3.48
194,Hotel,7,DOWNTOWN,1961,4,122309,Hotel,122309.0,None,0.0,None,0.0,8.0,213.6000061,26122018.0,0.0,6322533.0,19131155.0,1060.13,8.67
195,Other,7,DOWNTOWN,1995,3,215476,Other,217088.0,None,0.0,None,0.0,,113.3000031,24606366.0,0.0,13788853.0,10228916.0,639.39,2.97
196,Hotel,7,DOWNTOWN,2003,8,254273,Hotel,277000.0,None,0.0,None,0.0,29.0,96.90000153,26831896.0,0.0,13763542.0,12895700.0,780.84,3.07
197,Other,7,DOWNTOWN,1980,2,69400,Entertainment/Public Assembly,69400.0,None,0.0,None,0.0,,219.5,15230290.0,0.0,10534370.0,4299104.0,301.76,4.35
198,Mixed Use Property,7,DOWNTOWN,1900,1,62900,Restaurant,32494.0,Other,29793.0,Retail Store,3384.300049,,165.6999969,10883874.0,0.0,3787933.0,6606397.0,377.27,6.0
199,Small- and Mid-Sized Office,7,DOWNTOWN,1914,4,56500,Office,33000.0,Retail Store,7000.0,None,0.0,98.0,37.5,1500938.5,492761.8125,887532.0,0.0,44.22,0.78
200,Warehouse,2,GREATER DUWAMISH,2008,4,203504,Non-Refrigerated Warehouse,159372.0,Services,44132.0,None,0.0,72.0,19.39999962,3944732.0,0.0,3785282.0,0.0,26.39,0.13
201,Large Office,7,DOWNTOWN,1968,3,100734,Office,100734.0,None,0.0,None,0.0,20.0,98.19999695,9892566.0,0.0,9788716.0,0.0,68.24,0.68
202,Small- and Mid-Sized Office,7,DOWNTOWN,1981,4,77662,Office,62108.0,Parking,17570.0,None,0.0,57.0,83.19999695,5168686.5,0.0,4286102.0,721298.0,68.19,0.88
203,Large Office,7,DOWNTOWN,1978,12,234000,Office,173786.0,Laboratory,29865.0,Parking,25373.0,39.0,90.09999847,18811322.0,0.0,18246151.0,415452.0,149.27,0.64
204,Large Office,7,DOWNTOWN,1989,25,369996,Office,383942.0,Parking,127192.0,None,0.0,74.0,64.5,24755086.0,0.0,24755084.0,0.0,172.58,0.47
205,Retail Store,7,DOWNTOWN,1925,10,693450,Retail Store,361107.0,Office,332343.0,None,0.0,93.0,57.70000076,40037736.0,21230.80078,37497068.0,2544584.0,398.19,0.57
206,Large Office,7,DOWNTOWN,1976,33,791396,Office,622034.0,Parking,132465.0,Other,33110.0,89.0,62.40000153,42227404.0,0.0,40839637.0,538251.0,313.3,0.4
207,Large Office,7,DOWNTOWN,2000,23,747747,Office,542461.0,Parking,219045.0,Restaurant,9337.0,90.0,57.40000153,31693704.0,0.0,27883939.0,3101477.0,359.11,0.48
208,Small- and Mid-Sized Office,7,DOWNTOWN,1926,10,63409,Office,45260.0,Retail Store,6187.0,None,0.0,90.0,74.40000153,3826622.5,2086424.75,1357845.0,0.0,170.51,2.69
209,Large Office,7,DOWNTOWN,1930,17,204790,Office,142034.0,Recreation,17070.0,Retail Store,14666.0,91.0,46.5,8081443.0,0.0,6736076.0,1003622.0,100.26,0.49
210,Small- and Mid-Sized Office,7,DOWNTOWN,1916,5,73399,Office,51557.0,Retail Store,9976.0,None,0.0,61.0,64.90000153,3992167.75,0.0,3757005.0,0.0,26.19,0.36
211,Large Office,7,DOWNTOWN,1969,20,265851,Office,226454.0,Parking,29214.0,None,0.0,90.0,69.5,15742790.0,6568832.0,8064399.0,0.0,563.25,2.12
212,Large Office,7,DOWNTOWN,2009,25,758043,Office,582725.0,Parking,191082.0,None,0.0,95.0,46.40000153,27018020.0,0.0,26131643.0,886373.0,229.25,0.3
213,Large Office,7,DOWNTOWN,1968,12,206000,Office,161000.0,Parking,51250.0,None,0.0,91.0,56.40000153,9075988.0,2312496.75,6267781.0,0.0,222.19,1.08
214,Large Office,7,DOWNTOWN,2009,36,824887,Office,743562.0,Parking,161119.0,None,0.0,97.0,52.90000153,39360016.0,0.0,39523847.0,0.0,275.54,0.33
215,Large Office,7,DOWNTOWN,1990,16,480840,Office,311736.0,Parking,123356.0,Fitness Center/Health Club/Gym,18239.0,94.0,54.40000153,18468776.0,0.0,17733276.0,133724.0,130.73,0.27
216,Small- and Mid-Sized Office,7,DOWNTOWN,1900,7,89550,Office,64712.0,Retail Store,10058.0,Social/Meeting Hall,7030.0,85.0,50.59999847,4135330.5,348386.8125,3554872.0,0.0,51.67,0.58
217,Small- and Mid-Sized Office,7,DOWNTOWN,1900,6,89355,Office,82355.0,Retail Store,7000.0,None,0.0,66.0,46.90000153,4188308.75,0.0,4116601.0,61632.0,31.97,0.36
218,Large Office,7,DOWNTOWN,1922,15,388934,Office,388934.0,None,0.0,None,0.0,89.0,48.79999924,18982748.0,1192343.75,17384553.0,0.0,213.23,0.55
219,Large Office,7,DOWNTOWN,1929,22,384302,Office,348969.0,Convenience Store without Gas Station,3291.899902,Food Service,1437.0,98.0,29.60000038,10471812.0,0.0,10062435.0,0.0,70.15,0.18
221,Large Office,7,DOWNTOWN,1983,47,1323055,Office,1011135.0,Parking,272682.0,Restaurant,37595.0,94.0,42.59999847,44683660.0,0.0,44521844.0,161812.0,318.97,0.24
222,Large Office,7,DOWNTOWN,1986,41,589921,Office,470416.0,Parking,107667.0,Pre-school/Daycare,10290.0,84.0,51.20000076,24603420.0,0.0,24603417.0,0.0,171.52,0.29
223,Small- and Mid-Sized Office,7,DOWNTOWN,1950,6,91091,Office,89699.0,Parking,1392.0,None,0.0,,21.39999962,1916413.75,480784.0,1355021.0,0.0,46.56,0.51
224,Large Office,7,DOWNTOWN,1968,8,157941,Office,84838.0,Parking,15401.0,None,0.0,81.0,44.09999847,3743228.5,0.0,3743228.0,0.0,26.1,0.17
225,Large Office,7,DOWNTOWN,1991,29,635303,Office,522667.0,Parking,194435.0,Convenience Store without Gas Station,6122.0,95.0,35.90000153,18754466.0,180731.7969,18040489.0,0.0,139.72,0.22
226,Large Office,7,DOWNTOWN,1958,6,172842,Office,99890.0,Data Center,39336.0,Parking,25000.0,,299.2000122,41650404.0,0.0,39794668.0,1604831.0,362.66,2.1
227,Large Office,7,DOWNTOWN,1980,34,776762,Office,606050.0,Parking,154947.0,None,0.0,81.0,53.79999924,32577050.0,0.0,32457349.0,95076.0,231.32,0.3
228,Large Office,7,DOWNTOWN,1972,14,186768,Office,182540.0,Parking,33671.0,Data Center,240.0,95.0,53.90000153,9843217.0,2154977.5,7486064.0,0.0,218.53,1.17
229,Large Office,7,DOWNTOWN,1969,49,1123435,Office,808980.0,Parking,232248.0,Other,30329.0,89.0,55.5,47518124.0,0.0,38378889.0,6784415.0,627.87,0.56
230,Large Office,7,DOWNTOWN,2002,37,1052469,Office,765351.0,Parking,185581.0,Financial Office,103478.0,93.0,47.20000076,42071712.0,0.0,41213579.0,0.0,287.32,0.27
231,Large Office,7,DOWNTOWN,1973,42,617684,Office,581558.0,Parking,189600.0,Retail Store,18026.0,28.0,119.4000015,71568952.0,882983.5,68636822.0,0.0,546.65,0.88
232,Large Office,7,DOWNTOWN,1907,8,201480,Office,161762.0,Retail Store,29094.0,Non-Refrigerated Warehouse,10624.0,91.0,47.20000076,9510490.0,1619966.875,7301810.0,0.0,175.95,0.87
233,Large Office,3,DOWNTOWN,1990,63,1354987,Office,1191115.0,Parking,159599.0,Other,18656.0,89.0,50.40000153,61576184.0,0.0,61576180.0,0.0,429.27,0.32
234,Large Office,3,DOWNTOWN,2001,14,310490,Office,269284.0,Other,28394.0,Data Center,600.0,,73.59999847,21960822.0,0.0,16124036.0,5045465.0,380.37,1.23
235,Large Office,7,DOWNTOWN,2003,8,199530,Office,160418.0,Parking,18590.0,Other,17480.0,69.0,77.40000153,13972700.0,0.0,8738965.0,4475451.0,298.61,1.5
236,Large Office,7,DOWNTOWN,2006,13,372242,Office,319539.0,Parking,52703.0,None,0.0,98.0,43.40000153,13862720.0,0.0,11248986.0,2594878.0,216.24,0.58
237,Large Office,7,DOWNTOWN,1909,7,114395,Office,96582.0,None,0.0,None,0.0,99.0,30.79999924,2970604.25,0.0,1640689.0,1105871.0,70.17,0.61
238,Retail Store,4,NORTHEAST,1978,2,89200,Retail Store,89200.0,None,0.0,None,0.0,83.0,75.19999695,6707359.5,0.0,5499125.0,962811.0,89.47,1.0
239,Large Office,4,NORTHEAST,1971,23,474546,Office,474546.0,None,0.0,None,0.0,77.0,63.20000076,29997380.0,0.0,28450433.0,0.0,198.34,0.42
240,Other,4,NORTHEAST,1969,5,36000,Data Center,36000.0,None,0.0,None,0.0,96.0,834.4000244,30038490.0,0.0,30038487.0,0.0,209.41,5.82
241,Small- and Mid-Sized Office,4,NORTHEAST,1961,5,99005,Office,79555.0,None,0.0,None,0.0,70.0,63.0,5008123.5,0.0,2863212.0,1865277.0,119.03,1.2
242,Large Office,4,NORTHEAST,2002,6,135051,Office,95943.0,Parking,42500.0,None,0.0,88.0,46.09999847,4426136.0,0.0,4426136.0,0.0,30.86,0.23
243,Large Office,4,NORTHEAST,2002,5,220649,Office,145754.0,Parking,90000.0,None,0.0,93.0,48.29999924,7046345.5,0.0,7046345.0,0.0,49.12,0.22
244,Self-Storage Facility,7,DOWNTOWN,1964,5,93660,Self-Storage Facility,93660.0,None,0.0,None,0.0,,10.0,940359.1875,0.0,873222.0,0.0,6.09,0.07
245,Large Office,7,DOWNTOWN,1980,18,413715,Office,348270.0,Parking,69634.0,None,0.0,79.0,69.59999847,24224888.0,0.0,24224886.0,0.0,168.88,0.41
246,Mixed Use Property,7,DOWNTOWN,2000,11,381381,Parking,182820.0,Office,164192.0,Fitness Center/Health Club/Gym,37782.0,94.0,49.20000076,9944328.0,0.0,9671822.0,93954.0,72.42,0.19
248,Large Office,7,DOWNTOWN,1979,24,543876,Office,424044.0,Parking,107300.0,None,0.0,79.0,61.70000076,26144226.0,0.0,25307741.0,0.0,176.43,0.32
249,Mixed Use Property,7,DOWNTOWN,1980,4,109347,Laboratory,42389.0,Parking,38700.0,Office,28258.0,,118.5999985,8381544.5,0.0,7484659.0,733496.0,91.13,0.83
250,Large Office,7,DOWNTOWN,1982,6,396626,Office,274002.0,Parking,122624.0,None,0.0,64.0,73.59999847,20179120.0,0.0,20361156.0,0.0,141.95,0.36
251,Large Office,7,DOWNTOWN,2002,6,287471,Office,191814.0,Parking,72178.0,Restaurant/Bar,5322.0,74.0,74.90000153,14913424.0,0.0,14913422.0,0.0,103.97,0.36
252,Large Office,7,DOWNTOWN,1947,3,192630,Office,146157.0,Parking,48199.0,None,0.0,94.0,38.09999847,5569686.0,0.0,5169641.0,188191.0,46.03,0.24
253,Large Office,7,DOWNTOWN,1984,8,253103,Office,158681.0,Parking,70190.0,Other,21782.0,3.0,161.1999969,29949248.0,0.0,29949243.0,0.0,208.79,0.82
254,Supermarket / Grocery Store,6,NORTHWEST,1956,1,60880,Supermarket/Grocery Store,61666.0,None,0.0,None,0.0,54.0,239.0,14736775.0,0.0,8125218.0,6168753.0,384.27,6.31
255,Small- and Mid-Sized Office,7,DOWNTOWN,1900,5,50176,Office,50328.0,Other,8329.0,Restaurant,4253.0,77.0,46.59999847,2933288.75,0.0,2836654.0,96634.0,24.91,0.5
256,Large Office,7,DOWNTOWN,1912,42,304346,Office,245028.0,Retail Store,8429.0,Restaurant/Bar,7518.0,72.0,94.5,24880988.0,1014422.375,11239744.0,11008077.0,741.3,2.44
257,Warehouse,2,GREATER DUWAMISH,1977,1,128800,Non-Refrigerated Warehouse,119200.0,Other,9600.0,None,0.0,97.0,16.29999924,2098949.75,0.0,371850.0,1437252.0,78.92,0.61
258,Large Office,7,DOWNTOWN,1927,8,321945,Office,166919.0,Performing Arts,39355.0,Retail Store,19787.0,76.0,62.29999924,14072349.0,3700629.75,9955956.0,0.0,355.05,1.1
259,Large Office,7,DOWNTOWN,1964,22,336330,Office,256299.0,Parking,66430.0,Restaurant/Bar,7438.0,77.0,74.80000305,19730534.0,5370612.0,13134207.0,462194.0,530.66,1.58
260,Large Office,7,DOWNTOWN,1960,21,298426,Office,286538.0,Parking,197750.0,Education,11888.0,79.0,95.69999695,28559888.0,12760971.0,14315950.0,0.0,1084.79,3.64
261,Large Office,7,DOWNTOWN,1976,42,635824,Office,718473.0,Parking,40000.0,Restaurant,19671.0,69.0,62.90000153,48479988.0,0.0,48479982.0,0.0,337.97,0.53
262,Hotel,7,DOWNTOWN,1923,12,542305,Hotel,542305.0,Swimming Pool,0.0,None,0.0,45.0,105.1999969,57051236.0,28438884.0,24078107.0,3968211.0,2573.75,4.75
263,Retail Store,2,SOUTHEAST,1980,2,291940,Retail Store,191940.0,Office,100000.0,None,0.0,80.0,41.40000153,12080064.0,0.0,9933861.0,1754739.0,162.45,0.56
264,Mixed Use Property,2,GREATER DUWAMISH,1970,1,88400,Non-Refrigerated Warehouse,33450.0,Office,29620.0,Distribution Center,27715.0,42.0,53.0,4811200.0,0.0,2530658.0,1852442.0,116.03,1.31
265,Warehouse,5,NORTHWEST,1960,1,52311,Non-Refrigerated Warehouse,51116.0,None,0.0,None,0.0,96.0,21.70000076,1109137.125,0.0,16765.0,913847.0,48.65,0.93
266,Other,7,LAKE UNION,2009,5,141131,Parking,74831.0,Office,71643.0,None,0.0,,43.09999847,3085814.0,0.0,3085813.0,0.0,21.51,0.15
267,Large Office,7,LAKE UNION,2001,5,176532,Office,103494.0,Parking,70067.0,None,0.0,60.0,56.09999847,5803409.0,0.0,5803409.0,0.0,40.46,0.23
268,Warehouse,6,BALLARD,1973,1,52500,Non-Refrigerated Warehouse,49395.0,Office,5853.0,None,0.0,2.0,76.80000305,4243867.0,0.0,3064777.0,924621.0,70.47,1.34
269,Warehouse,6,BALLARD,1959,2,57300,Non-Refrigerated Warehouse,29001.0,Office,28299.0,None,0.0,55.0,88.90000153,5095134.5,0.0,1853914.0,2706578.0,156.67,2.73
270,Large Office,7,DOWNTOWN,1916,6,350310,Office,305233.0,College/University,26900.0,Restaurant,7666.0,90.0,53.29999924,18102026.0,0.0,15974366.0,2127656.0,224.36,0.64
271,Large Office,7,DOWNTOWN,1988,55,1400000,Office,994116.0,Parking,264481.0,Other,133598.0,92.0,48.5,55140300.0,2179487.75,49472833.0,1426840.0,588.9,0.42
272,Hotel,7,DOWNTOWN,1930,21,305548,Hotel,310000.0,None,0.0,None,0.0,58.0,111.4000015,34527356.0,16284570.0,14578058.0,2866705.0,1510.85,4.94
273,Large Office,7,DOWNTOWN,1989,46,1536606,Office,1002403.0,Parking,377046.0,Other,53116.0,89.0,53.59999847,58506844.0,0.0,53668061.0,2938070.0,530.18,0.35
274,Large Office,7,DOWNTOWN,1958,10,135918,Office,144570.0,None,0.0,None,0.0,91.0,46.79999924,6771618.5,2121203.0,4302353.0,0.0,193.72,1.43
275,Retail Store,7,DOWNTOWN,1914,4,79957,Retail Store,35694.0,Office,29723.0,None,0.0,25.0,79.09999847,5171529.0,0.0,5252130.0,0.0,36.61,0.46
276,Large Office,7,DOWNTOWN,1921,4,127268,Office,62512.0,Retail Store,53971.0,Non-Refrigerated Warehouse,5000.0,71.0,63.5,7711757.5,714523.6875,6039805.0,957428.0,148.11,1.16
277,Large Office,7,DOWNTOWN,1983,29,500000,Office,411301.0,Parking,80005.0,Retail Store,14528.0,93.0,45.20000076,19249572.0,0.0,18848777.0,0.0,131.4,0.26
278,Large Office,7,DOWNTOWN,1926,10,132326,Office,92006.0,Other,12610.0,Retail Store,9835.0,72.0,53.70000076,6146691.5,328247.0938,5698221.0,2551.0,65.2,0.49
279,Large Office,7,DOWNTOWN,1984,6,109830,Office,83485.0,Parking,13200.0,Retail Store,5000.0,45.0,87.90000153,7335905.5,0.0,7335905.0,0.0,51.14,0.47
280,Hotel,7,DOWNTOWN,1973,19,332067,Hotel,332067.0,None,0.0,None,0.0,6.0,114.4000015,37984148.0,15586014.0,19800542.0,2398995.0,1468.5,4.42
281,Large Office,7,DOWNTOWN,1910,10,130513,Office,87391.0,Retail Store,32264.0,Restaurant,10858.0,49.0,90.40000153,11792293.0,631029.0,6846996.0,4173175.0,318.08,2.44
282,Small- and Mid-Sized Office,7,DOWNTOWN,1920,8,60660,Office,41958.0,Retail Store,4800.0,None,0.0,,55.29999924,2586116.0,0.0,2586116.0,0.0,18.03,0.3
283,Large Office,7,DOWNTOWN,1929,14,137350,Office,124508.0,None,0.0,None,0.0,89.0,54.79999924,6825027.0,2258855.25,4107229.0,0.0,202.99,1.48
285,Large Office,7,DOWNTOWN,1985,30,755000,Office,643083.0,Parking,126891.0,Restaurant,13422.0,72.0,80.69999695,53974556.0,519390.0,43199963.0,8506844.0,793.05,1.05
286,Small- and Mid-Sized Office,7,DOWNTOWN,1906,4,63540,Office,56747.0,None,0.0,None,0.0,72.0,62.79999924,3564626.75,0.0,2428286.0,1090173.0,74.83,1.18
287,Large Office,7,DOWNTOWN,1927,10,130893,Office,87925.0,Supermarket/Grocery Store,27177.0,Medical Office,6644.0,80.0,58.79999924,7163323.5,0.0,6962072.0,0.0,48.54,0.37
288,Mixed Use Property,7,DOWNTOWN,1910,5,79920,Office,39960.0,Retail Store,26640.0,Other,13320.0,,37.29999924,2977095.25,0.0,3009464.0,0.0,20.98,0.26
290,Other,7,DOWNTOWN,1996,6,147852,Parking,64821.0,Retail Store,40629.0,Restaurant/Bar,13039.0,,157.5,9671619.0,0.0,7122619.0,2548999.0,185.03,1.25
291,Other,7,DOWNTOWN,1996,4,267335,Parking,166960.0,Movie Theater,69947.0,Restaurant/Bar,27400.0,,75.80000305,7378420.5,0.0,5169902.0,2103253.0,147.75,0.55
292,Large Office,7,DOWNTOWN,1989,56,1605578,Office,1314475.0,Parking,389860.0,Other,30744.0,97.0,37.90000153,50984500.0,915654.875,46081813.0,2520230.0,525.78,0.33
293,Large Office,7,DOWNTOWN,1980,36,794592,Office,748011.0,Parking,36606.0,Other,9975.0,96.0,36.09999847,27340878.0,0.0,26031451.0,658204.0,216.43,0.27
294,Large Office,7,DOWNTOWN,1971,21,456304,Office,342952.0,Parking,106466.0,None,0.0,74.0,59.5,20421248.0,0.0,19397322.0,0.0,135.23,0.3
295,Large Office,7,DOWNTOWN,1986,12,115857,Office,104788.0,Parking,11844.0,Restaurant,528.0,89.0,45.20000076,4757299.5,0.0,4757299.0,0.0,33.17,0.29
296,Small- and Mid-Sized Office,7,DOWNTOWN,1999,4,87500,Office,70090.0,Other,1672.0,None,0.0,72.0,63.40000153,4549892.0,0.0,4549891.0,0.0,31.72,0.36
297,Large Office,7,DOWNTOWN,1998,11,374405,Office,150969.0,Laboratory,41829.0,None,0.0,72.0,69.09999847,13329024.0,0.0,13329022.0,0.0,92.92,0.25
298,Other,7,DOWNTOWN,1985,12,193500,Other,146689.0,None,0.0,None,0.0,,98.40000153,14436982.0,0.0,14436981.0,0.0,100.65,0.52
299,Large Office,7,DOWNTOWN,1923,11,102846,Office,93879.0,Retail Store,7500.0,None,0.0,96.0,59.70000076,6047637.0,3480880.75,1846369.0,0.0,281.55,2.74
300,Small- and Mid-Sized Office,7,DOWNTOWN,1925,4,52800,Office,38880.0,Restaurant,12960.0,None,0.0,83.0,48.20000076,2500323.75,0.0,1831932.0,597088.0,44.48,0.84
301,Mixed Use Property,7,DOWNTOWN,1913,10,258497,Parking,155000.0,Office,145594.0,Retail Store,103200.0,,80.09999847,21536130.0,3902781.25,16877013.0,0.0,418.9,1.62
302,Retail Store,7,DOWNTOWN,1929,8,861702,Retail Store,509342.0,Other,380639.0,None,0.0,,19.89999962,17666646.0,2927935.25,14736955.0,1753.0,328.83,0.38
303,Other,7,EAST,1999,5,206950,Other,206950.0,None,0.0,None,0.0,,92.30000305,19105426.0,1631750.25,17663475.0,0.0,249.09,1.2
305,Other,3,EAST,1988,9,46710,Urgent Care/Clinic/Outpatient,46710.0,None,0.0,None,0.0,,95.09999847,4439795.5,1447314.625,2722116.0,0.0,130.69,2.8
306,Medical Office,3,EAST,1945,3,266000,Medical Office,162000.0,Parking,104000.0,None,0.0,65.0,86.5,14009703.0,476741.8125,11902958.0,1532059.0,201.15,0.76
307,Medical Office,3,EAST,1992,14,690158,Medical Office,270384.0,Parking,270383.0,None,0.0,58.0,78.19999695,21156670.0,0.0,21156669.0,0.0,147.49,0.21
308,Mixed Use Property,7,LAKE UNION,2001,6,378443,Parking,164332.0,Office,108781.0,Data Center,54184.0,100.0,283.7000122,55073120.0,0.0,53506520.0,1566594.0,456.22,1.21
309,Mixed Use Property,7,LAKE UNION,2001,6,213834,Parking,104922.0,Data Center,54385.0,Office,37721.0,100.0,707.2999878,75073888.0,0.0,74917352.0,156525.0,530.59,2.48
310,Hotel,7,LAKE UNION,1979,5,109017,Hotel,109017.0,None,0.0,None,0.0,34.0,89.0,9707963.0,0.0,5625395.0,3849350.0,243.66,2.24
311,Large Office,7,MAGNOLIA / QUEEN ANNE,1981,5,275734,Office,228504.0,Parking,47404.0,None,0.0,77.0,71.69999695,16373232.0,0.0,16373229.0,0.0,114.14,0.41
312,Warehouse,2,GREATER DUWAMISH,2001,1,123061,Non-Refrigerated Warehouse,123061.0,None,0.0,None,0.0,59.0,16.20000076,1987934.625,0.0,1987934.0,0.0,13.86,0.11
313,Distribution Center,2,GREATER DUWAMISH,1963,1,59090,Distribution Center,40272.0,Office,18818.0,None,0.0,45.0,53.40000153,3153949.5,0.0,634386.0,2121829.0,117.11,1.98
314,Warehouse,2,GREATER DUWAMISH,1963,1,106000,Non-Refrigerated Warehouse,106001.0,None,0.0,None,0.0,93.0,7.199999809,763364.5,0.0,763364.0,0.0,5.32,0.05
315,Large Office,4,LAKE UNION,1962,3,158600,Office,125779.0,Parking,32821.0,Laboratory,20000.0,19.0,126.6999969,18471858.0,0.0,15941028.0,2368120.0,236.9,1.49
316,Distribution Center,2,GREATER DUWAMISH,1960,1,119661,Distribution Center,118733.0,None,0.0,None,0.0,97.0,6.5,775864.1875,0.0,774965.0,764.0,5.44,0.05
317,Large Office,3,LAKE UNION,2001,7,139200,Office,82098.0,None,0.0,None,0.0,81.0,52.90000153,4342597.0,0.0,4342597.0,0.0,30.27,0.22
318,Small- and Mid-Sized Office,7,MAGNOLIA / QUEEN ANNE,1984,6,95721,Office,95721.0,Parking,31746.0,None,0.0,95.0,33.0,3155171.75,0.0,3063504.0,0.0,21.36,0.22
319,Large Office,7,MAGNOLIA / QUEEN ANNE,1996,5,213283,Office,105563.0,Parking,0.0,None,0.0,83.0,53.59999847,5661689.5,0.0,5661689.0,0.0,39.47,0.19
320,Large Office,4,LAKE UNION,2001,3,103697,Office,63199.0,None,0.0,None,0.0,7.0,184.6999969,11672252.0,0.0,4904243.0,6415592.0,374.92,3.62
